0.18,0.19,0.18,0.19,0.18
1.0,1.0,1.0,1.0,1.0
0.18,0.19,0.18,0.19,0.18
0.18,0.19,0.18,0.19,0.18
0.12,0.13,0.12,0.13,0.12
1.0,1.0,1.0,1.0,1.0
0.2,0.21,0.2,0.21,0.2
0.21,0.21,0.21,1.0,0.21
0.2,0.21,0.2,0.21,0.2
