1.0,0.54,0.14,1.0,0.54,0.53
0.54,1.0,0.14,0.54,0.54,0.53
1.0,0.54,0.14,1.0,0.54,0.53
0.54,0.54,0.14,0.54,1.0,0.53
0.54,0.54,0.13,0.54,0.54,0.52
