1.0,0.57,1.0,0.57
0.57,1.0,0.57,0.57
0.08,0.08,0.08,0.1
0.08,0.08,0.08,0.1
0.57,0.57,0.57,0.57
0.55,0.55,0.55,0.57
1.0,0.69,1.0,0.69
0.11,0.11,0.11,0.61
0.09,0.09,0.09,0.11
