0.59,0.09,0.15,0.59,0.09,0.08
0.09,0.59,0.15,0.09,0.09,0.08
0.15,0.15,1.0,0.15,0.15,0.14
0.59,0.09,0.15,0.59,0.09,0.08
0.09,0.09,0.15,0.09,0.59,0.08
0.09,0.09,0.15,0.09,0.09,0.45
