1.0,0.58,1.0,0.58
0.58,1.0,0.58,0.58
0.19,0.19,0.19,0.2
0.15,0.15,0.15,0.16
0.58,0.83,0.58,0.83
0.57,0.57,0.57,0.58
1.0,0.58,1.0,0.58
0.59,0.59,0.59,1.0
0.58,0.58,0.58,0.59
